,Temp,Vacuum,Pressure,Humidity,Energy,TempDiff,PressureDiff,PowerPerFuel
4843,15.95,42.24,1017.71,69.32,465.35,26.290000000000003,975.47,0.6907090101643394
4845,23.06,56.85,1012.5,64.03,440.03,33.790000000000006,955.65,0.3356545312942185
4846,11.34,43.67,1011.54,87.95,472.77,32.33,967.87,0.9546708539151864
4847,29.28,77.17,1009.4,76.3,433.14,47.89,932.23,0.1916940882063657
4851,29.13,47.93,1002.5,49.1,435.61,18.8,954.57,0.3119966474738699
4854,22.75,70.94,1008.03,81.95,439.91,48.19,937.09,0.2725782815999901
4855,26.18,69.84,1005.13,72.89,431.69,43.66,935.29,0.2361011571138921
4856,22.72,69.13,1010.81,92.43,438.01,46.41,941.68,0.278874716547513
4860,14.87,41.76,1022.26,78.21,464.84,26.89,980.5,0.7485693378372459
4862,30.44,68.84,1010.97,55.34,438.31,38.400000000000006,942.13,0.2091683012886343
4864,30.12,69.71,1009.1,52.02,435.85,39.58999999999999,939.39,0.2075807133442036
4866,26.43,66.48,1004.36,55.9,435.59,40.05,937.88,0.2479075349685134
4867,26.72,65.61,1014.41,52.01,442.48,38.89,948.8,0.2523987233580393
4868,31.54,77.24,1008.23,70.19,431.27,45.7,930.99,0.1770293581313725
4869,13.39,49.83,1007.14,90.88,466.04,36.44,957.31,0.6984763880539615
4870,16.15,44.21,1020.76,85.41,462.02,28.06,976.55,0.6470945382403012
4871,15.79,38.28,1014.4,74.84,465.64,22.49,976.12,0.7703644291620094
4872,10.22,39.64,1010.72,63.05,477.22,29.42,971.08,1.1779696327613889
4873,19.62,52.05,1012.09,50.02,456.81,32.42999999999999,960.04,0.4473174758450913
4874,26.38,44.89,1009.14,51.79,442.13,18.51,964.25,0.373358108465289
4876,31.99,53.53,1004.98,53.53,432.43,21.540000000000003,951.45,0.2525249723389297
4879,19.95,50.59,1016.11,73.23,459.27,30.640000000000004,965.52,0.4550514455738079
4885,23.67,63.86,1019.67,57.95,441.73,40.19,955.81,0.2922333140288529
4889,11.96,43.41,1017.42,79.44,469.34,31.45,974.01,0.90399619710638
4894,13.51,39.31,1012.18,75.19,466.46,25.800000000000004,972.87,0.8783265587490803
4897,22.89,73.11,1006.66,73.11,440.15,50.22,933.55,0.263013553907381
4898,25.18,71.98,1006.71,89.86,432.88,46.8,934.73,0.2388360900709115
4899,8.87,41.82,1033.3,74.28,477.97,32.95,991.48,1.2885254192418574
4902,26.9,59.14,1016.18,70.88,436.16,32.24,957.04,0.27416514024437
4903,23.22,63.07,1012.91,77.59,446.62,39.85,949.84,0.3049671918887003
4905,10.9,40.67,1016.66,65.09,482.4,29.770000000000003,975.99,1.0881947561825658
4907,21.05,61.87,1009.69,62.81,449.05,40.81999999999999,947.82,0.3447962108888955
4908,16.49,49.39,1018.1,93.13,461.54,32.900000000000006,968.71,0.5666953693766192
4911,20.54,69.05,1001.6,79.62,442.86,48.51,932.55,0.3122499183874632
4913,10.76,40.78,1023.81,87.96,469.97,30.020000000000003,983.03,1.0710522141657748
4915,15.84,49.69,1015.14,90.41,462.6,33.849999999999994,965.45,0.5877348652554932
4916,16.79,44.6,1014.27,48.08,459.48,27.81,969.67,0.6135939340361148
4919,5.53,35.79,1013.48,94.19,484.25,30.26,977.69,2.446711705361848
4922,35.56,68.94,1006.56,38.75,429.69,33.379999999999995,937.62,0.1752759038279484
4923,22.38,71.85,1009.56,74.91,441.47,49.47,937.71,0.2745455076887295
4927,14.8,58.2,1018.29,85.11,455.14,43.400000000000006,960.09,0.5283969536546855
4928,12.73,40.27,1005.68,68.77,475.61,27.540000000000003,965.41,0.9277713220521886
4929,15.66,41.7,1018.0,77.0,452.58,26.040000000000003,976.3,0.6930547516010179
4930,27.63,70.17,1000.42,85.22,432.46,42.540000000000006,930.25,0.2230558318866889
4932,26.91,71.64,1004.59,83.54,438.73,44.73,932.95,0.2275768370735962
4933,31.12,67.69,1005.3,50.46,425.21,36.56999999999999,937.61,0.2018549329489002
4935,3.95,35.47,1017.36,84.88,488.64,31.52,981.89,3.4876326223265868
4936,25.18,62.96,1020.04,59.08,444.37,37.78,957.08,0.2803007671323018
4937,15.96,41.66,1011.93,55.47,466.39,25.7,970.27,0.7014505779571348
4939,17.06,58.96,1013.83,73.95,461.15,41.900000000000006,954.87,0.458464498354439
4942,14.84,41.48,1017.26,63.42,460.3,26.64,975.78,0.7477704970017702
4945,17.36,39.53,1008.28,68.87,456.57,22.17,968.75,0.665320394823508
4948,19.5,40.79,1003.8,89.45,457.09,21.29,963.01,0.5746632218806771
4950,10.76,44.58,1016.41,79.24,483.54,33.82,971.83,1.008045350157855
4953,12.14,40.83,1010.56,78.31,474.82,28.69,969.73,0.9579237413456608
4954,16.58,41.93,1022.36,45.24,466.61,25.35,980.43,0.6711887265725489
4957,11.09,42.44,1014.18,92.81,478.37,31.35,971.74,1.0163821156521615
4958,27.82,79.74,1008.37,69.46,436.48,51.92,928.63,0.1967573622180065
4960,11.75,42.32,1015.28,77.25,470.44,30.57,972.96,0.9460644330933516
4961,6.13,39.48,1005.17,53.5,484.12,33.349999999999994,965.69,2.000393368273692
4963,23.3,52.84,1003.97,72.16,439.49,29.540000000000003,951.13,0.356968806957923
4967,5.02,40.64,1021.2,93.27,485.28,35.620000000000005,980.56,2.378674279260909
4968,21.24,63.47,1011.86,97.02,442.94,42.23,948.39,0.3285654476795093
4971,15.82,44.2,1018.96,66.73,460.2,28.380000000000003,974.76,0.658139361939466
4972,5.52,42.85,1012.77,93.82,478.98,37.33,969.92,2.0250114149459697
4974,10.82,44.63,1020.64,90.26,473.23,33.81,976.01,0.9799820499875128
4977,10.8,40.22,1011.25,84.57,478.21,29.42,971.03,1.1009125734386798
4978,23.93,65.59,1011.09,87.26,444.9,41.66,945.5,0.2834536646914531
4980,24.33,60.32,1015.49,59.95,445.36,35.99,955.17,0.3034644112070874
4981,15.01,39.52,1017.53,72.0,468.02,24.510000000000005,978.01,0.7889814347789732
4982,14.24,41.4,1019.7,70.32,466.88,27.16,978.3,0.7919448515442654
4983,24.27,68.28,1005.43,67.63,445.23,44.010000000000005,937.15,0.2686712098731103
4989,17.25,43.14,1018.34,76.17,462.8,25.89,975.2,0.6219050882532772
4992,22.58,59.14,1017.2,80.91,439.78,36.56,958.06,0.3293291833073583
4993,16.69,46.18,1011.0,97.85,458.57,29.49,964.82,0.5949704194984535
4995,23.64,70.04,1011.09,83.35,435.21,46.400000000000006,941.05,0.2628483506161815
4997,24.81,59.43,1009.42,54.64,439.33,34.620000000000005,949.99,0.2979602746310288
4998,21.93,60.84,1017.8,82.61,443.89,38.91,956.96,0.3326959577617264
4999,10.08,43.14,1010.67,85.9,478.73,33.06,967.53,1.1009053211765312
5004,26.74,69.89,1013.96,51.82,436.02,43.150000000000006,944.07,0.2333081807259254
5006,28.71,71.64,1005.21,71.11,432.05,42.93,933.57,0.2100609086688911
5007,17.17,44.68,1018.72,83.58,462.53,27.51,974.04,0.6029154971950931
5008,15.52,41.93,1022.97,52.92,471.97,26.41,981.04,0.7252668291039804
5011,8.55,35.77,1016.15,73.32,481.44,27.22,980.38,1.574189877825679
5012,13.84,44.9,1007.58,63.62,463.27,31.06,962.68,0.7455070355446272
5015,29.56,52.84,1006.09,42.17,436.46,23.280000000000005,953.25,0.2794326887716793
5016,17.48,44.71,1014.99,36.71,465.61,27.23,970.28,0.5957666671614222
5018,6.4,41.17,1019.54,85.37,488.82,34.77,978.37,1.8551888511051735
5019,21.49,61.27,1019.81,63.21,450.07,39.78,958.54,0.3418186618088372
5021,19.82,41.67,1012.92,51.92,456.87,21.85,971.25,0.553178752763351
5022,26.05,65.59,1012.78,67.03,437.04,39.540000000000006,947.19,0.2557854455014706
5026,26.44,54.2,1012.65,48.02,444.78,27.76,958.45,0.310373413870296
5028,31.59,43.5,1005.12,43.5,429.96,11.91,961.62,0.3128881902828263
5029,7.99,36.08,1020.08,83.2,481.35,28.09,984.0,1.66973545091009
5031,16.59,41.79,1006.67,73.9,455.42,25.2,964.88,0.6568910455431669
5032,20.57,42.8,1013.1,75.48,460.43,22.23,970.3,0.5229805678353832
5033,10.23,41.46,1018.89,83.06,479.48,31.23,977.43,1.1304869808207654
5035,30.9,70.8,1008.48,67.48,435.27,39.9,937.68,0.1989605616806538
5036,17.55,48.78,1016.81,91.27,455.11,31.23,968.03,0.5316152876628482
5037,23.09,69.13,1010.93,90.07,436.67,46.03999999999999,941.8,0.2735664699112279
5039,19.05,67.32,1013.2,83.14,447.47,48.27,945.88,0.3489191747644735
5041,30.57,58.9,1004.54,54.37,438.49,28.33,945.64,0.2435280324652208
5044,24.11,68.3,1017.33,79.16,432.62,44.19,949.03,0.2627173041082447
5046,21.91,63.76,1009.85,76.8,445.04,41.85,946.09,0.3185725567179983
5047,27.54,75.6,1018.26,57.89,440.87,48.06,942.66,0.2117506810680376
5049,21.54,66.54,1004.99,92.87,440.8,45.00000000000001,938.45,0.3075481297473556
5050,24.17,73.18,1011.72,86.1,437.27,49.010000000000005,938.54,0.2472183064231529
5052,31.98,70.17,999.43,59.42,430.92,38.19,929.26,0.1920289535384583
5055,9.15,39.61,1018.11,75.29,474.88,30.46,978.5,1.3102613873242253
5056,23.44,72.24,1011.28,88.03,438.34,48.8,939.04,0.2588664444268063
5057,13.91,39.35,1014.69,75.51,469.02,25.44,975.34,0.8568789924701999
5059,25.4,65.34,1013.11,53.93,445.82,39.940000000000005,947.77,0.2686251684104225
5060,13.14,40.66,1016.47,94.76,466.95,27.52,975.81,0.8739923679381529
5061,20.9,67.71,1007.16,59.02,446.57,46.81,939.45,0.3155661740648799
5063,16.81,45.87,1008.7,98.0,455.96,29.06,962.83,0.5913305157074925
5065,10.53,40.64,1020.62,98.43,477.99,30.11,979.98,1.1169577360522245
5068,29.12,58.84,1001.31,52.86,446.51,29.72,942.47,0.2605956458565228
5069,6.93,40.67,1020.17,71.16,494.61,33.74,979.5,1.7549125736979192
5071,15.82,43.34,1014.52,79.07,460.4,27.520000000000003,971.18,0.6714905865887402
5072,26.01,61.47,1009.54,75.01,435.78,35.459999999999994,948.07,0.2725610095902972
5073,8.74,40.03,1016.81,93.37,481.07,31.29,976.78,1.3750270820911774
5077,21.1,49.16,1006.76,86.08,442.78,28.059999999999995,957.6,0.4268680659727979
5081,11.2,42.02,999.99,96.69,472.27,30.820000000000004,957.97,1.0034974841912014
5082,10.6,40.22,1011.37,85.81,477.62,29.62,971.15,1.1203006107915896
5085,5.97,36.25,1029.65,86.74,487.03,30.28,993.4,2.2504707445272336
5086,14.54,43.14,1010.26,82.98,465.45,28.6,967.12,0.7420420001033072
5087,30.08,73.42,1011.17,63.86,434.95,43.34,937.75,0.1969459811518689
5089,13.76,45.08,1023.77,80.48,469.74,31.32,978.69,0.7572777594354223
5090,25.61,74.22,1010.26,75.15,438.45,48.61,936.04,0.2306691662797191
5091,26.65,63.78,1015.32,53.95,440.26,37.13,951.54,0.2590165419709049
5092,21.54,58.41,1013.99,86.34,450.69,36.87,955.58,0.3582160302806165
5093,31.81,69.88,1007.94,55.91,432.6,38.06999999999999,938.06,0.1946121495924122
5095,13.67,54.3,1015.92,75.42,467.87,40.63,961.62,0.6303138568816931
5098,29.65,71.25,1001.07,73.97,430.88,41.6,929.82,0.2039608295612555
5099,18.6,60.1,1009.91,87.13,453.94,41.5,949.81,0.4060794732793015
5101,26.84,70.36,1007.41,71.47,442.17,43.52,937.05,0.2341428667046799
5103,28.14,76.86,1000.7,70.17,434.68,48.72,923.84,0.20097645670018
5105,27.68,69.34,1008.28,70.9,436.37,41.66,938.94,0.2273552370742475
5106,23.92,61.87,1009.63,54.16,441.15,37.95,947.76,0.298088342532865
5107,22.67,60.77,1017.56,79.43,444.43,38.1,956.79,0.3225986982671071
5111,11.54,40.05,1014.78,87.05,474.29,28.51,974.73,1.0262085737715207
5113,24.81,66.44,1011.19,69.96,435.79,41.63,944.75,0.2643752968072098
5115,7.32,41.22,1015.42,97.25,484.21,33.9,974.2,1.6047769797143407
5116,20.79,57.32,1012.47,70.09,446.18,36.53,955.15,0.3744117142581902
5117,20.53,49.16,1007.11,90.02,444.69,28.629999999999995,957.95,0.4406122220077625
5119,33.4,69.98,1013.29,47.78,432.44,36.580000000000005,943.31,0.1850143668079673
5120,12.04,40.78,1025.21,85.97,463.51,28.74,984.43,0.944029139422458
5121,28.84,74.9,1004.38,66.86,436.42,46.06,929.48,0.2020354462445535
5125,13.79,42.07,1018.27,88.06,462.25,28.28,976.2,0.7967831507037978
5126,12.16,45.0,1021.51,50.52,482.99,32.84,976.51,0.88265716374269
5127,22.31,70.32,1009.22,89.53,437.83,48.00999999999999,938.9,0.2790789521322517
5130,20.98,60.07,1016.26,67.18,446.26,39.09,956.19,0.3540991182355888
5131,28.16,61.47,1009.19,62.53,442.48,33.31,947.72,0.2556217371371105
5134,24.1,60.29,1008.2,61.81,449.79,36.19,947.91,0.3095618755544605
5136,30.9,73.42,1011.21,65.32,433.44,42.52,937.79,0.1910539970855273
5138,28.08,73.42,1012.17,62.74,434.0,45.34,938.75,0.2105126730569389
5139,30.7,67.69,1005.92,51.58,429.58,36.99,938.23,0.2067193658771088
5140,23.72,58.62,1016.32,71.17,447.13,34.9,957.7,0.3215683600840697
5141,20.1,57.17,1011.96,87.68,452.67,37.07,954.79,0.3939285555778914
5142,19.69,56.65,1020.77,62.83,456.29,36.96,964.12,0.4090678239992613
5143,11.56,41.62,1012.5,91.42,460.6,30.059999999999995,970.88,0.9573351911926824
5144,3.26,41.31,996.32,100.0,489.38,38.05,955.01,3.6339037622168457
5145,27.25,50.05,1006.53,60.64,439.63,22.8,956.48,0.3223418783051811
5147,14.72,43.34,1013.07,85.61,464.22,28.620000000000005,969.73,0.7276577014907405
5148,21.82,65.27,1013.86,72.81,447.43,43.45,948.59,0.3141642338241897
5151,12.56,41.4,1019.23,74.26,472.54,28.84,977.83,0.908758731037878
5154,14.87,54.3,1017.17,71.57,462.87,39.43,962.87,0.5732555072135302
5155,33.97,72.29,1008.98,44.32,432.33,38.32000000000001,936.69,0.1760522586857721
5157,16.37,39.64,1009.19,76.92,463.91,23.27,969.55,0.7149100610442054
5162,15.3,43.34,1013.23,82.73,463.7,28.040000000000003,969.89,0.6992890988113442
5164,24.93,47.01,1014.28,66.04,455.06,22.08,967.27,0.3882899346419283
5167,13.63,40.92,1021.89,80.5,462.4,27.29,980.97,0.8290607301328432
5169,28.98,73.42,1011.25,72.9,432.2,44.44,937.83,0.2031290330888829
5170,26.26,71.73,1009.59,80.06,430.79,45.47,937.86,0.2287020517513579
5171,8.91,40.11,1022.87,78.39,475.43,31.2,982.76,1.3303202948345472
5172,6.25,40.02,1032.14,80.22,481.38,33.77,992.12,1.92455772113943
5174,20.29,65.27,1013.17,74.94,445.52,44.98,947.9,0.3364120513017807
5175,31.09,64.05,1011.32,61.14,440.62,32.959999999999994,947.27,0.2212709243065322
5176,14.64,39.31,1008.84,79.3,462.72,24.67,969.53,0.8040335125171503
5178,23.59,43.77,1010.85,55.98,448.42,20.180000000000003,967.08,0.4342906574629046
5181,25.47,70.36,1005.79,77.73,437.02,44.89,935.43,0.243863350812569
5183,22.33,71.94,1011.06,82.85,441.85,49.61,939.12,0.275052567192569
5184,27.73,67.69,1007.47,59.42,431.72,39.96,939.78,0.229999972829615
5186,23.71,68.63,1014.54,46.04,449.41,44.92,945.91,0.276183150216016
5188,28.14,65.34,1014.44,46.17,443.11,37.2,949.1,0.2409951641068782
5189,17.67,53.16,1013.59,83.31,457.99,35.489999999999995,960.43,0.4875671909938199
5193,16.25,40.89,1011.09,62.7,464.33,24.64,970.2,0.698805425437854
5195,24.6,57.32,1012.48,45.14,442.64,32.72,955.16,0.3139130484117122
5198,12.91,41.16,1011.9,89.19,472.71,28.25,970.74,0.8895967372231619
5200,29.98,67.22,1014.22,52.69,445.3,37.24,947.0,0.2209645267826076
5201,29.92,57.19,1008.62,45.8,438.99,27.27,951.43,0.2565505449982374
5205,21.4,74.93,1014.58,80.85,434.09,53.53000000000001,939.65,0.2707137253336759
5206,17.57,46.21,1014.09,80.81,453.29,28.64,967.88,0.5583010031780627
5210,18.53,48.98,1014.24,74.29,452.73,30.45,965.26,0.4988213963120734
5212,25.34,70.47,1006.46,83.94,433.34,45.13,935.99,0.2426710095895761
5213,16.97,50.9,1012.31,82.65,463.28,33.93,961.41,0.5363446183198596
5220,27.02,72.58,1009.21,89.13,437.8,45.56,936.63,0.2232407375490512
5221,26.31,63.77,1014.15,69.36,440.1,37.46000000000001,950.38,0.2623095506603424
5222,29.2,70.79,1004.8,63.74,425.2,41.59,934.01,0.2057019894846226
5225,11.35,38.91,1017.93,83.45,474.22,27.559999999999995,979.02,1.0737984527719566
5229,23.75,61.5,1008.16,69.14,442.35,37.75,946.66,0.3028498074454429
5230,8.58,40.72,1022.04,87.55,480.96,32.14,981.32,1.37661945127564
5234,20.73,69.94,1009.9,82.12,445.91,49.21,939.96,0.3075546388669442
5235,12.06,52.72,1024.53,80.05,467.21,40.66,971.81,0.7348343009283375
5236,20.3,58.41,1014.05,86.38,451.74,38.11,955.64,0.3809827421750274
5240,25.88,69.13,1002.44,85.67,426.14,43.25,933.31,0.2381888747115564
5242,12.12,40.0,1018.72,84.42,462.1,27.880000000000003,978.72,0.9531765676567658
5244,17.16,40.55,1000.26,72.21,461.58,23.39,959.71,0.6633440542195166
5245,23.62,68.63,1013.18,50.57,447.3,45.00999999999999,944.55,0.2759338661844743
5252,12.11,41.17,1019.46,62.59,475.53,29.06,978.29,0.95379032017052
5253,9.26,40.11,1024.38,74.82,460.72,30.85,984.27,1.2404333008632311
5254,7.61,38.06,1021.16,83.22,484.14,30.450000000000003,983.1,1.671542892024005
5255,22.75,58.79,1011.44,84.47,445.67,36.04,952.65,0.3332180661658463
5256,25.57,65.46,1014.81,38.58,444.46,39.88999999999999,949.35,0.2655375555274361
5257,24.66,60.29,1018.0,59.56,445.26,35.629999999999995,957.71,0.2994851728405973
5260,9.29,35.77,1015.34,63.29,475.88,26.480000000000004,979.57,1.432065224751003
5261,8.01,40.62,1015.62,86.43,476.22,32.61,975.0,1.4636431196602475
5263,9.75,42.49,1010.57,83.63,480.35,32.74,968.08,1.1594885070997096
5267,22.53,58.62,1016.28,72.78,449.02,36.09,957.66,0.3399841569896645
5268,17.35,47.83,1006.71,80.57,453.96,30.48,958.88,0.5470382918369031
5270,8.51,38.5,1013.33,64.28,482.39,29.99,974.83,1.4723396462526896
5271,12.38,45.09,1013.26,90.55,467.47,32.71,968.17,0.8374383883462655
5273,24.73,74.22,1010.15,79.83,436.55,49.49,935.93,0.2378422070187723
5279,26.08,52.3,1007.03,63.34,442.44,26.22,954.73,0.324373306431747
5284,17.92,50.66,1012.62,93.0,456.84,32.739999999999995,961.96,0.503223520952005
5286,15.92,41.2,1016.04,73.37,468.91,25.28,974.84,0.7149064497243499
5288,10.61,41.58,1021.08,93.06,465.15,30.97,979.5,1.054370281514485
5289,14.79,47.83,1007.27,92.04,463.22,33.04,959.44,0.6548151930356231
5292,5.5,39.04,1021.46,78.91,478.65,33.54,982.42,2.2291821907600595
5293,10.56,39.13,1010.19,87.12,463.14,28.57,971.06,1.1208268475710337
5295,19.08,58.59,1013.42,68.88,451.05,39.510000000000005,954.83,0.4034807493926991
5296,26.05,58.59,1012.32,49.83,452.41,32.540000000000006,953.73,0.2964155412920195
5297,24.04,59.43,1007.6,76.98,437.51,35.39,948.17,0.3062300395073218
5299,27.59,59.21,1012.93,51.46,437.49,31.62,953.72,0.2678066574155461
5300,23.82,63.76,1009.8,68.94,440.52,39.94,946.04,0.2900518000436144
5303,26.39,49.02,1007.62,70.82,438.53,22.630000000000003,958.6,0.3389897852397324
5307,28.46,60.23,1010.2,63.38,439.88,31.77,949.97,0.2566176109406796
5308,14.28,39.39,1013.82,77.52,469.92,25.11,974.43,0.8354293735773061
5311,35.1,68.27,1006.96,43.51,426.3,33.169999999999995,938.69,0.1779009688779719
5313,28.55,66.51,1015.46,34.04,432.59,37.96000000000001,948.95,0.2278155767630112
5319,24.65,63.86,1018.37,56.15,442.89,39.21,954.51,0.281352019408582
5322,14.09,44.84,1023.65,94.29,466.12,30.750000000000004,978.81,0.7377702535440259
5325,9.93,39.04,1023.78,77.08,480.54,29.11,984.74,1.2395683720469517
5326,23.87,60.27,1018.94,77.16,439.86,36.400000000000006,958.67,0.3057460531087275
5329,26.64,69.13,1010.6,79.23,430.41,42.49,941.47,0.2337123033636848
5330,20.82,57.76,1019.15,72.46,454.62,36.94,961.39,0.3780425012173996
5332,17.39,46.21,1013.94,82.73,454.06,28.82,967.73,0.5650380497862161
5333,23.59,58.62,1017.81,66.68,448.09,35.03,959.19,0.3240346826811782
5334,24.17,71.25,1003.9,90.36,435.66,47.08,932.65,0.2529799882411863
5335,10.32,42.28,1008.82,75.66,481.09,31.96,966.54,1.1025839182122872
5336,25.74,68.94,1007.7,67.56,433.45,43.2,938.76,0.2442638430453922
5337,20.06,60.77,1017.19,88.73,447.35,40.71000000000001,956.42,0.3669672240477842
5338,14.47,44.66,1016.33,93.52,464.41,30.19,971.67,0.718644842039261
5339,22.37,50.78,1008.84,82.06,449.08,28.41,958.06,0.3953347889156252
5340,14.64,44.92,1025.54,91.12,462.64,30.28,980.62,0.703497170440224
5343,28.07,66.17,1010.58,64.11,443.77,38.1,944.41,0.2389210376119331
5346,6.74,36.08,1020.36,86.98,484.18,29.34,984.28,1.9910419970129023
5347,10.98,37.5,1011.12,97.51,472.34,26.52,973.62,1.1471523982999392
5348,9.05,40.0,1015.48,80.91,472.41,30.95,975.48,1.3050000000000002
5350,20.53,65.06,1016.69,73.47,446.64,44.53,951.63,0.3343910203762602
5352,21.45,60.84,1017.86,82.8,444.99,39.39,957.02,0.340983802522264
5353,11.55,42.34,1020.78,94.56,469.13,30.790000000000003,978.44,0.9593130849625888
5354,13.87,42.99,1007.45,81.52,471.12,29.120000000000005,964.46,0.7901101394616846
5356,8.72,40.72,1023.48,77.87,485.3,32.0,982.76,1.366740415637786
5357,12.26,43.48,1016.41,72.95,467.83,31.22,972.93,0.8776231332475901
5359,29.56,74.22,1007.45,57.46,432.84,44.66,933.23,0.1972886080186579
5361,29.85,68.24,1007.01,30.99,433.43,38.38999999999999,938.77,0.2127823564873998
5362,20.65,41.67,1012.76,45.27,455.5,21.020000000000003,971.09,0.5293523249374917
5363,13.75,41.49,1019.9,88.23,469.02,27.74,978.41,0.8221389600999144
5367,20.13,43.43,1009.75,66.16,453.47,23.3,966.32,0.5186984577222495
5369,21.18,44.57,1007.27,73.67,449.93,23.39,962.7,0.4766244989632334
5370,5.85,41.55,1001.95,99.41,484.47,35.7,960.4,1.993150050911784
5371,17.66,60.08,1017.22,86.96,456.62,42.42,957.14,0.4303623858260711
5375,9.68,41.06,1022.75,87.44,476.67,31.380000000000003,981.69,1.1992880807365154
5378,21.97,65.61,1016.09,73.29,447.05,43.64,950.48,0.3101387302814239
5379,14.17,41.67,1013.4,72.77,471.42,27.5,971.73,0.7983891987300156
5380,30.86,70.32,1011.88,62.68,433.71,39.46,941.56,0.1998594334426751
5387,17.13,43.79,1016.09,58.94,465.3,26.66,972.3,0.6202985191622652
5388,26.05,56.85,1012.78,59.09,438.59,30.8,955.93,0.2961559952530229
5389,29.45,68.84,1011.64,59.7,438.41,39.39,942.8,0.2162490911727595
5390,7.81,39.64,1011.42,86.68,482.22,31.83,971.78,1.5576164998430175
5391,21.17,52.3,1009.67,88.88,444.5,31.129999999999995,957.37,0.4014664136540127
5393,29.08,67.79,1010.91,55.96,442.78,38.71000000000001,943.12,0.2246094166120674
5394,29.12,73.06,1009.98,80.21,434.9,43.94,936.92,0.2044176395736757
5395,14.85,40.8,1025.38,53.29,471.78,25.95,984.5800000000002,0.7786690433749257
5396,13.53,42.86,1014.0,90.63,471.73,29.33,971.14,0.8134737309702881
5397,11.03,42.32,1017.26,90.56,470.92,31.29,974.94,1.0088485261882445
5400,13.92,39.39,1012.94,80.52,471.81,25.47,973.55,0.8604822683859897
5402,25.18,69.23,1013.26,57.45,438.72,44.05,944.03,0.2516734344440381
5406,23.67,72.24,1011.22,90.45,435.94,48.56999999999999,938.98,0.2549474806084585
5407,25.02,50.78,1008.79,63.06,444.7,25.76,958.01,0.3500153795829032
5408,14.92,41.16,1004.83,83.7,465.72,26.239999999999995,963.67,0.7583692228327564
5409,6.06,43.65,1014.36,83.94,480.74,37.59,970.71,1.8174119817480037
5410,19.31,67.71,1005.31,77.15,446.23,48.39999999999999,937.6,0.3412900892334806
5411,24.37,70.02,1010.97,71.97,443.53,45.64999999999999,940.95,0.2599233913705644
5414,20.95,48.14,1013.3,67.72,452.38,27.19,965.16,0.4485525015046607
5423,24.6,48.78,1018.1,73.71,442.23,24.18,969.32,0.3685286852868528
5424,25.42,75.6,1017.39,77.63,438.24,50.17999999999999,941.79,0.2280419117555231
5425,26.62,72.43,1006.79,82.74,430.22,45.81,934.36,0.2231331310533458
5426,14.17,39.59,1010.99,94.08,464.17,25.42,971.4,0.8274118108637528
5427,10.3,41.79,1021.09,49.39,471.58,31.49,979.3,1.095584255071009
5428,9.46,41.4,1026.78,87.58,480.82,31.94,985.38,1.2276965815894023
5431,27.67,71.64,1004.41,78.14,433.29,43.97,932.77,0.2185817655922063
5433,12.64,41.79,1016.38,92.65,461.46,29.15,974.59,0.8736040055612602
5434,25.42,74.22,1009.04,88.55,433.97,48.8,934.82,0.2300187356321107
5435,26.73,68.84,1010.75,66.83,440.45,42.11,941.91,0.2393628757499891
5436,25.21,64.63,1020.56,51.31,448.66,39.42,955.93,0.2753660218116452
5438,25.17,72.39,1001.69,90.51,432.45,47.22,929.3,0.2373417330737804
5439,9.86,37.83,1005.05,100.15,472.46,27.97,967.22,1.2666358895003216
5441,12.54,41.62,1010.86,83.42,461.08,29.08,969.24,0.8834392126837561
5442,8.66,36.25,1028.22,86.96,479.66,27.59,991.97,1.527944572748268
5444,13.61,38.47,1015.1,54.98,466.51,24.86,976.63,0.8910060359828847
5446,9.33,36.3,1027.88,79.23,479.6,26.97,991.5800000000002,1.4160901620708697
5447,9.56,41.55,1002.67,70.27,481.24,31.989999999999995,961.12,1.211526164473916
5448,26.23,70.72,1009.73,73.44,445.28,44.49,939.01,0.2400449901066617
5449,17.5,42.23,1013.37,86.87,462.57,24.73,971.14,0.625919285545144
5450,9.58,38.08,1019.49,67.54,478.5,28.5,981.41,1.3116546200943844
5452,20.42,62.96,1020.34,84.0,452.08,42.54,957.38,0.3516372194089308
5454,9.11,40.02,1031.1,83.02,479.03,30.910000000000004,991.08,1.3139149415413038
5455,13.82,40.2,1013.19,90.11,466.99,26.380000000000003,972.99,0.840569223347805
5458,25.25,58.46,1015.54,70.76,444.05,33.21,957.08,0.3008234453277691
5459,9.57,39.82,1013.12,89.15,468.02,30.25,973.3,1.2281494520535725
5462,13.48,40.35,1011.71,69.44,474.72,26.87,971.36,0.8727786173651175
5463,1.81,39.42,1026.92,76.97,490.55,37.61,987.5,6.875243517187058
5464,14.56,25.88,1009.46,78.22,466.29,11.32,983.58,1.2374579632114409
5465,19.22,62.1,1019.43,79.19,451.8,42.88,957.33,0.3785308178376993
5466,26.49,78.92,1010.82,83.42,434.91,52.43000000000001,931.9,0.2080321026955634
5467,7.75,38.06,1020.83,83.39,483.56,30.31,982.77,1.6393809435017712
5468,24.4,62.26,1011.62,70.1,439.06,37.86,949.36,0.2890180259409247
5470,14.43,45.08,1023.23,83.98,465.07,30.65,978.15,0.7149375161797523
5474,9.48,40.11,1025.49,73.81,472.16,30.63,985.38,1.2417329138119118
5475,26.37,54.5,1014.48,66.31,451.78,28.13,959.98,0.3143549975124637
5476,23.56,71.85,1009.67,74.78,439.48,48.28999999999999,937.82,0.2596193494038821
